ID_Club,court,staff,teams
CB TACORONTE,"['PABELLON MUNICIPAL DE TACORONTE', 'PABELLON MUNICIPAL DE AGUAGARCIA']",[],"['24/25CB MIN', '24/25CB MIN']"
